









Frequency of observations in the selected location(s).:
Number of taxa: 	532

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
House Wren	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042835	0.0215613	0.0571541	0.0932496	0.1494295	0.1435918	0.1808206	0.1874741	0.1694915	0.1425365	0.1382913	0.1398885	0.1236021	0.0759494	0.0778165	0.1161137	0.1053631	0.1069379	0.0818686	0.0762893	0.0568548	0.0463404	0.0266366	0.0115725	0.0090016	0.0026467	4.693E-4	3.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pacific Wren	0.1625372	0.1891892	0.1864891	0.1812287	0.1925373	0.2027199	0.1846473	0.2160954	0.2289935	0.2519342	0.2503124	0.2506475	0.2301402	0.2275093	0.203784	0.1450549	0.1030548	0.099288	0.1030534	0.0929075	0.1116306	0.124018	0.1051014	0.1155601	0.094173	0.084991	0.0743322	0.1236177	0.089701	0.1152843	0.0989824	0.1306073	0.1229839	0.1437852	0.1751693	0.2154527	0.26473	0.2986326	0.2613796	0.2292619	0.2294177	0.2363809	0.2379471	0.2448093	0.2044348	0.2626164	0.3046056	0.2348294	
Winter Wren	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029397	0.002736	0.0010772	
Marsh Wren	0.0561612	0.0684122	0.0680304	0.078157	0.0726368	0.080748	0.0681189	0.1077993	0.1024931	0.1117021	0.1270304	0.1197122	0.1222741	0.1226766	0.1182499	0.13281	0.1262422	0.1139241	0.1211832	0.1265035	0.1221508	0.1054994	0.1075599	0.112519	0.1059447	0.1066908	0.0859466	0.0939968	0.0806834	0.0985915	0.0878816	0.1098566	0.1052419	0.1121698	0.11693	0.0939415	0.1190671	0.1420379	0.1177851	0.0989549	0.0798193	0.0729512	0.0777605	0.0714631	0.0681449	0.0715336	0.0615595	0.0617594	
Bewick's Wren	0.2203502	0.2470439	0.2711703	0.2805461	0.3014925	0.2915427	0.2842324	0.3288624	0.3259464	0.3496132	0.3715119	0.3594245	0.3520249	0.3620818	0.3512022	0.3921507	0.3934487	0.3742089	0.3812023	0.3807549	0.3378141	0.315376	0.3282114	0.3284339	0.2954679	0.3056058	0.2938444	0.3665087	0.3431419	0.3609807	0.3524514	0.3948734	0.4016129	0.4006063	0.386456	0.3692988	0.3719313	0.3780326	0.3289535	0.2929458	0.2801205	0.2553292	0.2566096	0.2583293	0.2455381	0.277315	0.2621979	0.2197487	
wren sp.	3.304E-4	0.0	0.0	0.0	0.0	4.25E-4	3.458E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.612E-4	0.0	0.0	0.0	0.0015	0.0	3.949E-4	0.0	5.216E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Dipper	0.0075983	0.0067568	0.0085633	0.0075085	0.0039801	0.0059499	0.0048409	0.0069548	0.0027701	0.0029014	0.0049979	5.755E-4	0.001947	0.0018587	0.0027592	0.0012559	0.0022083	0.0035601	0.0023855	0.0041477	0.0081823	0.0050505	0.004917	0.0055753	0.0052972	0.0042194	0.004065	0.0031596	0.0014238	0.0031299	0.0046253	0.0048825	0.003629	0.0021654	0.0040632	0.0023826	0.0040917	0.0030878	0.0046926	0.0088178	0.0090361	0.0075793	0.0041472	0.0111057	0.0043267	0.0078393	0.005928	0.0050269	
European Starling	0.2447968	0.2478885	0.2521408	0.2515358	0.239801	0.2736932	0.2451591	0.2682563	0.2488458	0.2514507	0.2698875	0.2679137	0.2834891	0.2840149	0.2830114	0.3142857	0.3551711	0.3631329	0.3959924	0.325591	0.3547633	0.35578	0.3663184	0.3162696	0.2913479	0.2610006	0.2415796	0.2677725	0.2477456	0.2378717	0.2423682	0.2404638	0.2556452	0.2646167	0.2735892	0.2991831	0.3273322	0.3352448	0.328015	0.3112345	0.2680723	0.2534344	0.2597201	0.2713665	0.252569	0.2748653	0.2849977	0.2517056	
Gray Catbird	0.0	0.0	0.0	0.0030717	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.148E-4	5.845E-4	0.0039282	0.0036878	0.0015205	0.0011772	0.0012055	0.0023229	0.0015	0.0	0.0026082	0.0013876	6.103E-4	0.003629	0.0030316	0.0031603	0.0023826	0.0	0.0	0.0	3.266E-4	0.0	9.474E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Mockingbird	6.607E-4	0.0012669	0.0015	6.826E-4	0.0044776	8.5E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	3.942E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.004917	0.0010137	0.0	0.0	0.0015	0.0	0.0	0.0	4.625E-4	0.0	0.0024194	4.331E-4	0.0015	0.0020422	0.0061375	0.0022056	0.0056312	0.0026127	5.02E-4	0.0015	5.184E-4	0.0	0.0	0.0015	9.12E-4	7.181E-4	
Western Bluebird	0.0015	0.0	0.0	0.0	4.975E-4	0.0015	0.0015	0.0015	0.0	0.0015	0.0015	2.878E-4	0.0015	0.0048327	3.942E-4	0.0015	0.0	3.956E-4	9.542E-4	0.0016591	0.0011689	0.0	0.0015	5.068E-4	5.886E-4	0.0015	0.0	3.949E-4	0.0	0.0015	0.0	0.0015	0.0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0032848	0.0022861	0.0	0.0	0.0	0.0	0.0	0.0019598	0.0015	0.0015	
Mountain Bluebird	0.0062768	0.0029561	0.0014272	0.0013652	0.00199	0.0021249	6.916E-4	0.0024839	0.0027701	0.0038685	0.0049979	0.0123741	0.0151869	0.004461	7.883E-4	0.0018838	0.0015	0.0	0.0	8.295E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018948	0.0041472	0.0015	0.0	0.0019598	0.002736	0.0010772	
Townsend's Solitaire	3.304E-4	8.446E-4	4.757E-4	0.0030717	4.975E-4	4.25E-4	0.0013831	0.0024839	9.234E-4	0.0024178	8.33E-4	0.0034532	0.0124611	0.0156134	0.0181317	0.0131868	0.0099374	0.0051424	0.0109733	8.295E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028226	0.0025985	0.0027088	0.0030633	0.0028642	0.0030878	0.0018771	9.798E-4	0.001004	0.0014211	0.0020736	0.0024143	0.0027042	0.0	0.001368	7.181E-4	
Varied Thrush	0.1219029	0.1131757	0.114177	0.0989761	0.1308458	0.1351466	0.1386584	0.1286637	0.1144968	0.1344294	0.122449	0.1197122	0.1094237	0.098513	0.0851399	0.0605965	0.0393817	0.0371835	0.0424618	0.0286188	0.025716	0.0319865	0.0153657	0.0268626	0.0135374	0.013261	0.0087108	0.0102686	0.0066445	0.0036515	0.0037003	0.005798	0.0076613	0.0203551	0.0961625	0.1960517	0.2234043	0.2386414	0.122947	0.0832789	0.0963855	0.0985315	0.1135303	0.1216803	0.1292591	0.1430671	0.1988144	0.1809695	
Gray-cheeked Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.14E-4	0.0044166	0.0439082	0.1135496	0.1895479	0.1858562	0.1992144	0.2151199	0.2143943	0.1677457	0.1609403	0.1097561	0.1323065	0.0887518	0.0834637	0.0901943	0.1153494	0.1221774	0.1069727	0.0772009	0.0541184	0.0302782	0.0092633	0.0018771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hermit Thrush	0.021143	0.0253378	0.0156993	0.0129693	0.020398	0.0182745	0.0152144	0.0124193	0.010157	0.0072534	0.0091628	0.0115108	0.010514	0.0230483	0.0409933	0.0621664	0.0390136	0.0181962	0.0090649	0.0049772	0.0035067	0.0016835	0.0018439	0.0091232	0.0052972	0.0090416	0.0046458	0.0011848	0.002373	0.0015649	0.0013876	0.0051877	0.0274194	0.0519706	0.0884876	0.1113002	0.1317512	0.138509	0.0764899	0.0365774	0.0281124	0.0303174	0.026957	0.0280058	0.0302866	0.033317	0.0351117	0.0301616	
Catharus sp.	0.0	4.223E-4	0.0	0.0	0.0	0.0	0.0	4.968E-4	4.617E-4	4.836E-4	4.165E-4	0.0	0.0	0.0	7.883E-4	0.0	3.681E-4	0.0	4.771E-4	4.148E-4	0.0	0.0	0.0	0.0	0.0	0.0	5.807E-4	0.0	4.746E-4	0.0	0.0015	3.052E-4	8.065E-4	0.0025985	9.029E-4	0.0013615	0.0	8.822E-4	0.0015	0.0	5.02E-4	0.0	5.184E-4	0.0014486	0.0	0.0	0.0	3.591E-4	
Redwing	0.0079286	0.0050676	0.0047574	0.0020478	0.0024876	0.0093498	0.0055325	0.006458	0.0050785	9.671E-4	0.0020825	0.0020144	0.0011682	0.0018587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.003192	0.0082585	
American Robin	0.419227	0.4206081	0.434824	0.4061433	0.4338308	0.4585635	0.4550484	0.5255837	0.5392428	0.5880077	0.6101624	0.6463309	0.6674455	0.6594796	0.6716594	0.6838305	0.6797939	0.7049051	0.7490458	0.7548735	0.7247224	0.6964085	0.7012907	0.662443	0.6191878	0.5388788	0.4849013	0.471169	0.3659231	0.3463745	0.3011101	0.3240769	0.3225806	0.4045041	0.461851	0.5653506	0.6145663	0.5857962	0.4964805	0.4101894	0.3845382	0.3557556	0.4007258	0.4031869	0.417523	0.44439	0.4601003	0.4190305	
thrush sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.331E-4	4.515E-4	3.404E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.829E-4	0.0	0.0	0.0	0.0	
Northern Wheatear	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.411E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bohemian Waxwing	0.0015	4.223E-4	0.0085633	0.0013652	0.0024876	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9E-4	0.0	0.0	
Cedar Waxwing	0.0208127	0.0287162	0.0280685	0.0286689	0.0363184	0.0220994	0.0176349	0.0208644	0.0143121	0.0149903	0.0145773	0.0089209	0.0093458	0.0085502	0.00946	0.0097331	0.0103055	0.0217563	0.0658397	0.1600995	0.1689071	0.1964085	0.2212661	0.1860112	0.1865803	0.2127788	0.2183508	0.2985782	0.2738491	0.2926448	0.2969473	0.2917302	0.2681452	0.2533564	0.2153499	0.1780123	0.1346154	0.1138068	0.0882215	0.0529066	0.0406627	0.0189484	0.0233281	0.0178658	0.0232558	0.0181284	0.0209758	0.0140036	
House Sparrow	0.2689131	0.2850507	0.2968601	0.2890785	0.2830846	0.281768	0.2762794	0.3050174	0.2950139	0.2732108	0.2657226	0.2676259	0.2714174	0.264684	0.2723689	0.2901099	0.298491	0.2946994	0.2958015	0.3002903	0.3150205	0.3002245	0.3017824	0.292448	0.3031195	0.3001808	0.2839721	0.2563191	0.2311343	0.1966615	0.1951896	0.1803479	0.1891129	0.1580771	0.1679458	0.178693	0.2041735	0.2117336	0.2407321	0.2325278	0.25251	0.2297489	0.2509072	0.2887494	0.2698756	0.2949535	0.2932057	0.2804309	
Eastern Yellow Wagtail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.032E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-throated Pipit	0.0016518	8.446E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025764	0.0015823	0.0019084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0017018	4.092E-4	8.822E-4	0.0	9.798E-4	0.0	0.0	0.0015	0.0	0.0016225	0.0039196	0.002736	7.181E-4	
American Pipit	0.0151966	0.0088682	0.0028544	0.0061433	0.0039801	0.0080748	0.0062241	0.0029806	0.0041551	4.836E-4	0.0012495	0.0025899	0.0050623	0.0260223	0.0370516	0.0474097	0.0404858	0.0185918	0.0076336	0.0012443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.949E-4	0.0	0.0010433	0.0032377	0.0234971	0.116129	0.1520139	0.1760722	0.1691627	0.1313421	0.1354213	0.0854059	0.0610712	0.0306225	0.0198958	0.0124417	0.0091743	0.00649	0.0093092	0.0186959	0.0093357	
pipit sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.146E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.411E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brambling	0.0015	0.0046453	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0015	4.836E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Evening Grosbeak	0.0013214	8.446E-4	0.0019029	0.0023891	0.0044776	0.001275	0.003112	0.0039742	4.617E-4	4.836E-4	0.0033319	5.755E-4	0.0015576	0.0037175	0.002365	0.0053375	0.0080972	0.0090981	0.0162214	0.0128577	0.0140269	0.003367	0.0073755	0.0045616	0.0064744	0.0030139	0.0069686	0.0177725	0.0227812	0.0224309	0.0245143	0.0238023	0.0258065	0.0203551	0.0225734	0.0255276	0.0450082	0.0308778	0.0145472	0.007838	0.0050201	0.0042634	0.0020736	0.0024143	0.003245	0.0019598	0.00456	0.0025135	
Pine Grosbeak	0.0016518	0.0021115	0.0023787	0.0064846	0.00199	0.001275	0.0015	0.0	4.617E-4	0.0	0.0015	0.0015	0.0	0.0	0.0015767	6.279E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.266E-4	5.02E-4	0.0014211	0.0036288	0.0014486	0.0010817	4.9E-4	0.001368	0.0010772	
Gray-crowned Rosy-Finch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.279E-4	0.0	0.0	4.771E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.693E-4	6.532E-4	0.001004	0.0023685	5.184E-4	0.0014486	0.0021633	0.0	0.0	0.0015	
House Finch	0.222002	0.2200169	0.2416746	0.2317406	0.2517413	0.2426689	0.242047	0.2642822	0.2779317	0.266441	0.2782174	0.2889209	0.3049065	0.3089219	0.2912889	0.3202512	0.3205742	0.3215981	0.3282443	0.3425964	0.3477499	0.3282828	0.3460356	0.3385707	0.343143	0.3514165	0.3704994	0.3795419	0.3545325	0.3541993	0.3274746	0.3484895	0.3596774	0.354699	0.3349887	0.3403676	0.3694763	0.367446	0.3378695	0.3207054	0.3067269	0.2771198	0.2954899	0.3051666	0.2774473	0.3086722	0.3000456	0.2574506	
Purple Finch	0.049554	0.0570101	0.0513796	0.0587031	0.060199	0.0692733	0.0639696	0.0680576	0.076639	0.0865571	0.123282	0.1415827	0.1596573	0.170632	0.2041782	0.1783359	0.1954361	0.190269	0.2142176	0.2202406	0.2051432	0.2199776	0.2102028	0.1915864	0.1812831	0.1609403	0.1614402	0.1820695	0.1627907	0.1695357	0.1544866	0.1785169	0.203629	0.2087484	0.2112867	0.1919673	0.1963993	0.1676224	0.1276396	0.06597	0.0552209	0.0530554	0.0679108	0.0618059	0.0616549	0.066634	0.0834473	0.0606822	
House/Purple Finch	6.607E-4	4.223E-4	0.0	0.0	0.0015	4.25E-4	0.0041494	9.935E-4	0.0	0.0	0.0012495	5.755E-4	0.0011682	0.0	3.942E-4	0.0	7.361E-4	0.0	0.0014313	0.0016591	0.0017534	5.612E-4	0.0024585	0.0010137	0.0011772	0.0012055	0.0011614	0.0015798	9.492E-4	0.0	4.625E-4	3.052E-4	4.032E-4	4.331E-4	0.0013544	0.0023826	8.183E-4	8.822E-4	4.693E-4	0.0016329	5.02E-4	0.0	5.184E-4	4.829E-4	0.0015	0.0019598	4.56E-4	3.591E-4	
Oriental Greenfinch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Common Redpoll	0.0059465	0.0097128	0.0061846	0.009215	0.0054726	0.0033999	0.0024205	0.0024839	0.0023084	0.0033849	4.165E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.737E-4	5.184E-4	0.0015	0.0081125	0.0078393	0.003648	0.0014363	
Common/Hoary Redpoll	0.0	0.0	0.0	0.0	4.975E-4	4.25E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.829E-4	0.0	0.0	0.0	0.0	
Red Crossbill	0.0251074	0.0375845	0.0313987	0.0443686	0.0298507	0.038674	0.0425311	0.0422255	0.0415512	0.0425532	0.0403998	0.0480576	0.0529595	0.0542751	0.0516358	0.0587127	0.0607287	0.0664557	0.0715649	0.0833679	0.0724722	0.0836139	0.0848187	0.0775469	0.0847557	0.0819771	0.0911731	0.1465245	0.1238728	0.151278	0.1234968	0.1275557	0.1012097	0.1126029	0.0939052	0.0949626	0.0732406	0.0705779	0.042703	0.0277596	0.0316265	0.0473709	0.0393987	0.0280058	0.0443483	0.0396864	0.0469676	0.0337522	
White-winged Crossbill	0.0	0.0	0.0015	3.413E-4	0.0014925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	6.028E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.693E-4	6.532E-4	0.002008	0.0042634	0.0020736	4.829E-4	5.408E-4	9.799E-4	0.0015	0.0	
crossbill sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.092E-4	0.0	0.0	0.0	0.0	0.0	5.184E-4	0.0	0.0	0.0	0.0	0.0	
Pine Siskin	0.0776346	0.0751689	0.0756422	0.0894198	0.09801	0.0960476	0.1009682	0.1321411	0.145891	0.1445841	0.1686797	0.2014388	0.2285826	0.2412639	0.2451715	0.2395604	0.2304012	0.2124209	0.2299618	0.2028204	0.2004676	0.184624	0.1690227	0.1338064	0.1500883	0.138035	0.1527294	0.1868088	0.1594684	0.1460616	0.1230342	0.1150442	0.1060484	0.1108705	0.1083521	0.1245745	0.1452537	0.1420379	0.1299859	0.0822992	0.0893574	0.1046897	0.1202696	0.098986	0.1103299	0.1024008	0.1431829	0.1052065	
Lesser Goldfinch	0.0033036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.279E-4	7.361E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.746E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014486	0.0	4.9E-4	9.12E-4	0.0118492	
American Goldfinch	0.0151966	0.0177365	0.0176023	0.0146758	0.0099502	0.0097748	0.0145228	0.0114257	0.0092336	0.0082205	0.0141608	0.0192806	0.0319315	0.0408922	0.0815924	0.1431711	0.2245123	0.2476266	0.2719466	0.2712567	0.2904734	0.2777778	0.3011678	0.263558	0.2878164	0.3031947	0.3037166	0.3633491	0.31514	0.324987	0.2821462	0.2981385	0.3108871	0.2745777	0.2297968	0.17597	0.1685761	0.1521835	0.0933834	0.0519268	0.0276104	0.0203695	0.0238466	0.0251086	0.01947	0.0259677	0.0182399	0.0143627	
Pine Siskin x American Goldfinch (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.591E-4	
Acanthis/Spinus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.807E-4	3.949E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9E-4	0.0	3.591E-4	
finch sp.	3.304E-4	0.0016892	0.0015	0.0010239	9.95E-4	8.5E-4	0.0020747	9.935E-4	0.0018467	4.836E-4	0.001666	0.0011511	0.001947	7.435E-4	0.0015767	3.14E-4	0.0014722	0.0011867	4.771E-4	0.0016591	5.845E-4	0.0028058	0.0018439	0.0030411	0.0052972	0.0024111	0.0011614	7.899E-4	0.0014238	5.216E-4	9.251E-4	0.0015258	0.0028226	0.0017324	0.0018059	0.0010211	0.0016367	0.0017644	0.0023463	0.0013063	5.02E-4	0.0018948	0.0010368	0.0019314	0.0027042	0.0014699	0.00228	0.0010772	
Lapland Longspur	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.788E-4	0.0015	3.942E-4	0.0031397	0.0015	0.0	9.542E-4	0.0	0.0	0.0	6.146E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0020161	0.0034647	0.0126411	0.0146358	0.0331424	0.0348478	0.0220554	0.0088178	0.0120482	0.0028423	0.0010368	4.829E-4	0.0043267	0.0	0.0	0.0	
Chestnut-collared Longspur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0019595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Smith's Longspur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.065E-4	0.0015	4.515E-4	0.0	8.183E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snow Bunting	0.0079286	0.0	0.0015	0.0020478	4.975E-4	0.0	3.458E-4	4.968E-4	0.0015	0.0	4.165E-4	0.0	0.0	0.0	0.0	0.0	0.0	3.956E-4	0.0014313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0035924	0.0075301	0.0161061	0.0015552	0.00338	0.0	4.9E-4	0.001368	3.591E-4	
Pine Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.693E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rustic Bunting	0.0015	0.0015	0.0015	3.413E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.408E-4	0.0015	4.56E-4	0.0	
Grasshopper Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.737E-4	0.0015	0.0014486	0.0	0.0	0.0	0.0	
